Dados,Model,window,Qtd obj,Accuracy,Precision,Recall,f1_score,auc_roc,P,N,TP,FP,FN,TN,rcs ml,rcs always hot,rcs always warm,rcs opt,cost ml,cost always hot,cost always warm,cost opt,cost online
pop,Always Hot,4,850,0.36941176470588233,0.36941176470588233,1.0,0.5395189003436426,0.0,314.0,536.0,314.0,536.0,0.0,0.0,-0.3382578898384698,-0.3382578898384698,-17.906740645169297,0.0,6.430253948747496,6.430253948747496,90.84582621531862,4.804943798630352,4.804943798630352
pop,Always Warm,4,850,0.6305882352941177,0.0,0.0,0.0,0.0,314.0,536.0,0.0,0.0,314.0,536.0,-17.906740645169297,-0.3382578898384698,-17.906740645169297,0.0,90.84582621531862,6.430253948747496,90.84582621531862,4.804943798630352,4.804943798630352
pop,SVMR,4,850,0.6329411764705882,1.0,0.006369426751592357,0.012658227848101266,0.5031847133757962,314.0,536.0,2.0,0.0,312.0,536.0,-17.89421207735516,-0.3382578898384698,-17.906740645169297,0.0,90.78562715109437,6.430253948747496,90.84582621531862,4.804943798630352,4.804943798630352
pop,Online,5,872,0.6857798165137615,0.7701863354037267,0.5535714285714286,0.6441558441558441,0.6895215633423181,448.0,424.0,248.0,74.0,200.0,350.0,0.0,-0.23133930382739878,-50.830265232341745,0.0,5.904074106221695,7.269918499700394,306.00972687687147,5.904074106221695,5.904074106221695
pop,Always Hot,5,872,0.5137614678899083,0.5137614678899083,1.0,0.6787878787878788,0.0,448.0,424.0,448.0,424.0,0.0,0.0,-0.23133930382739878,-0.23133930382739878,-50.830265232341745,0.0,7.269918499700394,7.269918499700394,306.00972687687147,5.904074106221695,5.904074106221695
pop,Always Warm,5,872,0.48623853211009177,0.0,0.0,0.0,0.0,448.0,424.0,0.0,0.0,448.0,424.0,-50.830265232341745,-0.23133930382739878,-50.830265232341745,0.0,306.00972687687147,7.269918499700394,306.00972687687147,5.904074106221695,5.904074106221695
pop,SVMR,5,872,0.5986238532110092,0.8769230769230769,0.2544642857142857,0.3944636678200692,0.6083642183288409,448.0,424.0,114.0,16.0,334.0,408.0,-0.1603800889390173,-0.23133930382739878,-50.830265232341745,0.0,6.85097003648008,7.269918499700394,306.00972687687147,5.904074106221695,5.904074106221695
pop,Online,6,915,0.7475409836065574,0.7262931034482759,0.764172335600907,0.7447513812154696,0.7481199230747151,441.0,474.0,337.0,127.0,104.0,347.0,0.0,-0.12553028549533857,-104.24739905609026,0.0,7.755448294867931,8.72899193346704,816.2407615488399,7.755448294867931,7.755448294867931
pop,Always Hot,6,915,0.4819672131147541,0.4819672131147541,1.0,0.6504424778761062,0.0,441.0,474.0,441.0,474.0,0.0,0.0,-0.12553028549533857,-0.12553028549533857,-104.24739905609026,0.0,8.72899193346704,8.72899193346704,816.2407615488399,7.755448294867931,7.755448294867931
pop,Always Warm,6,915,0.5180327868852459,0.0,0.0,0.0,0.0,441.0,474.0,0.0,0.0,441.0,474.0,-104.24739905609026,-0.12553028549533857,-104.24739905609026,0.0,816.2407615488399,8.72899193346704,816.2407615488399,7.755448294867931,7.755448294867931
pop,SVMR,6,915,0.7147540983606557,0.86,0.4875283446712018,0.622286541244573,0.7068443411119721,441.0,474.0,215.0,35.0,226.0,439.0,-0.07689295283275313,-0.12553028549533857,-104.24739905609026,0.0,8.351787614802067,8.72899193346704,816.2407615488399,7.755448294867931,7.755448294867931
pop,Online,7,996,0.7580321285140562,0.7268817204301076,0.7477876106194691,0.737186477644493,0.7571658641332639,452.0,544.0,338.0,127.0,114.0,417.0,0.0,-0.11840645309081572,-116.91847873154045,0.0,9.876717078949527,11.046184116449423,1164.647452811552,9.876717078949527,9.876717078949527
pop,Always Hot,7,996,0.4538152610441767,0.4538152610441767,1.0,0.6243093922651933,0.0,452.0,544.0,452.0,544.0,0.0,0.0,-0.11840645309081572,-0.11840645309081572,-116.91847873154045,0.0,11.046184116449423,11.046184116449423,1164.647452811552,9.876717078949527,9.876717078949527
pop,Always Warm,7,996,0.5461847389558233,0.0,0.0,0.0,0.0,452.0,544.0,0.0,0.0,452.0,544.0,-116.91847873154045,-0.11840645309081572,-116.91847873154045,0.0,1164.647452811552,11.046184116449423,1164.647452811552,9.876717078949527,9.876717078949527
pop,SVMR,7,996,0.6997991967871486,0.8591549295774648,0.40486725663716816,0.5503759398496241,0.6748600989068194,452.0,544.0,183.0,30.0,269.0,514.0,-0.24389649145319595,-0.11840645309081572,-116.91847873154045,0.0,12.285613721581175,11.046184116449423,1164.647452811552,9.876717078949527,9.876717078949527
pop,Online,8,1112,0.7913669064748201,0.7541322314049587,0.7635983263598326,0.7588357588357588,0.787950582738276,478.0,634.0,365.0,119.0,113.0,515.0,0.0,-0.14933734894744996,-84.25002961392616,0.0,11.26697733275049,12.949557858274458,960.5101512764139,11.26697733275049,11.26697733275049
pop,Always Hot,8,1112,0.42985611510791366,0.42985611510791366,1.0,0.6012578616352201,0.0,478.0,634.0,478.0,634.0,0.0,0.0,-0.14933734894744996,-0.14933734894744996,-84.25002961392616,0.0,12.949557858274458,12.949557858274458,960.5101512764139,11.26697733275049,11.26697733275049
pop,Always Warm,8,1112,0.5701438848920863,0.0,0.0,0.0,0.0,478.0,634.0,0.0,0.0,478.0,634.0,-84.25002961392616,-0.14933734894744996,-84.25002961392616,0.0,960.5101512764139,12.949557858274458,960.5101512764139,11.26697733275049,11.26697733275049
pop,SVMR,8,1112,0.710431654676259,0.9333333333333333,0.3514644351464435,0.5106382978723404,0.6662684951757455,478.0,634.0,168.0,12.0,310.0,622.0,-0.9461287054233669,-0.14933734894744996,-84.25002961392616,0.0,21.92698801062013,12.949557858274458,960.5101512764139,11.26697733275049,11.26697733275049
